frame.time_epoch,frame.len,ip.src,ip.dst,modbus.func_code,modbus.reference_num,modbus.read_reference_num,modbus.write_reference_num,modbus.word_cnt,modbus.read_word_cnt,modbus.write_word_cnt,modbus.byte_cnt,modbus.exception_code,modbus.response_time,modbus.request_frame,modbus.regnum16,modbus.regval_uint16,modbus.regval_float,aligned_epoch,aligned_ts,abs_delta_s,second_bin
1679159831.767631,78,185.175.0.3,185.175.0.4,1.0,13.0,,,,,,,,,,,,,1679170631.767631,2023-03-18 20:17:11.767631054,93.216368946,2023-03-18 20:17:11
1679159831.76765,66,185.175.0.4,185.175.0.3,,,,,,,,,,,,,,,1679170631.76765,2023-03-18 20:17:11.767649889,93.216350111,2023-03-18 20:17:11
1679159831.768527,76,185.175.0.4,185.175.0.3,1.0,,,,,,,1.0,,0.000896,15615.0,,,,1679170631.768527,2023-03-18 20:17:11.768527031,93.215472969,2023-03-18 20:17:11
1679159831.768554,66,185.175.0.3,185.175.0.4,,,,,,,,,,,,,,,1679170631.768554,2023-03-18 20:17:11.768553972,93.215446028,2023-03-18 20:17:11
1679159831.768701,66,185.175.0.3,185.175.0.4,,,,,,,,,,,,,,,1679170631.768701,2023-03-18 20:17:11.768701077,93.215298923,2023-03-18 20:17:11
1679159831.788901,74,185.175.0.3,185.175.0.4,,,,,,,,,,,,,,,1679170631.788901,2023-03-18 20:17:11.788901091,93.195098909,2023-03-18 20:17:11
1679159831.788934,74,185.175.0.4,185.175.0.3,,,,,,,,,,,,,,,1679170631.788934,2023-03-18 20:17:11.788933992,93.195066008,2023-03-18 20:17:11
1679159831.788961,66,185.175.0.3,185.175.0.4,,,,,,,,,,,,,,,1679170631.788961,2023-03-18 20:17:11.788960934,93.195039066,2023-03-18 20:17:11
1679159831.789057,78,185.175.0.3,185.175.0.4,2.0,8.0,,,,,,,,,,,,,1679170631.789057,2023-03-18 20:17:11.789057016,93.194942984,2023-03-18 20:17:11
1679159831.789077,66,185.175.0.4,185.175.0.3,,,,,,,,,,,,,,,1679170631.789077,2023-03-18 20:17:11.789077044,93.194922956,2023-03-18 20:17:11
1679159831.789948,76,185.175.0.4,185.175.0.3,2.0,,,,,,,1.0,,0.000891,15634.0,,,,1679170631.789948,2023-03-18 20:17:11.789947987,93.194052013,2023-03-18 20:17:11
1679159831.789974,66,185.175.0.3,185.175.0.4,,,,,,,,,,,,,,,1679170631.789974,2023-03-18 20:17:11.789973974,93.194026026,2023-03-18 20:17:11
1679159831.790119,66,185.175.0.3,185.175.0.4,,,,,,,,,,,,,,,1679170631.790119,2023-03-18 20:17:11.790118933,93.193881067,2023-03-18 20:17:11
1679159831.793223,66,185.175.0.4,185.175.0.3,,,,,,,,,,,,,,,1679170631.793223,2023-03-18 20:17:11.793222904,93.190777096,2023-03-18 20:17:11
1679159831.809207,66,185.175.0.4,185.175.0.3,,,,,,,,,,,,,,,1679170631.809207,2023-03-18 20:17:11.809206963,93.174793037,2023-03-18 20:17:11
1679159831.833223,66,185.175.0.4,185.175.0.3,,,,,,,,,,,,,,,1679170631.833223,2023-03-18 20:17:11.833223104,93.150776896,2023-03-18 20:17:11
1679159836.793351,74,185.175.0.3,185.175.0.4,,,,,,,,,,,,,,,1679170636.793351,2023-03-18 20:17:16.793350935,88.190649065,2023-03-18 20:17:16
1679159836.793384,74,185.175.0.4,185.175.0.3,,,,,,,,,,,,,,,1679170636.793384,2023-03-18 20:17:16.793384075,88.190615925,2023-03-18 20:17:16
1679159836.793409,66,185.175.0.3,185.175.0.4,,,,,,,,,,,,,,,1679170636.793409,2023-03-18 20:17:16.793409109,88.190590891,2023-03-18 20:17:16
1679159836.793514,78,185.175.0.3,185.175.0.4,3.0,8.0,,,1.0,,,,,,,,,,1679170636.793514,2023-03-18 20:17:16.793514013,88.190485987,2023-03-18 20:17:16
1679159836.79353,66,185.175.0.4,185.175.0.3,,,,,,,,,,,,,,,1679170636.79353,2023-03-18 20:17:16.793529987,88.190470013,2023-03-18 20:17:16
1679159836.794459,318,185.175.0.4,185.175.0.6,,,,,,,,,,,,,,,1679170636.794459,2023-03-18 20:17:16.794459105,88.189540895,2023-03-18 20:17:16
1679159836.794653,85,185.175.0.6,185.175.0.4,,,,,,,,,,,,,,,1679170636.794653,2023-03-18 20:17:16.794652939,88.189347061,2023-03-18 20:17:16
1679159836.794751,66,185.175.0.4,185.175.0.6,,,,,,,,,,,,,,,1679170636.794751,2023-03-18 20:17:16.794750929,88.189249071,2023-03-18 20:17:16
1679159836.795154,77,185.175.0.4,185.175.0.3,3.0,,,,,,,2.0,,0.00164,15735.0,8.0,11.0,,1679170636.795154,2023-03-18 20:17:16.795154095,88.188845905,2023-03-18 20:17:16
1679159836.79518,66,185.175.0.3,185.175.0.4,,,,,,,,,,,,,,,1679170636.79518,2023-03-18 20:17:16.795180082,88.188819918,2023-03-18 20:17:16
1679159836.795306,66,185.175.0.3,185.175.0.4,,,,,,,,,,,,,,,1679170636.795306,2023-03-18 20:17:16.795305967,88.188694033,2023-03-18 20:17:16
1679159836.815492,74,185.175.0.3,185.175.0.4,,,,,,,,,,,,,,,1679170636.815492,2023-03-18 20:17:16.815491915,88.168508085,2023-03-18 20:17:16
1679159836.815521,74,185.175.0.4,185.175.0.3,,,,,,,,,,,,,,,1679170636.815521,2023-03-18 20:17:16.815521002,88.168478998,2023-03-18 20:17:16
1679159836.815543,66,185.175.0.3,185.175.0.4,,,,,,,,,,,,,,,1679170636.815543,2023-03-18 20:17:16.815542936,88.168457064,2023-03-18 20:17:16
1679159836.815627,78,185.175.0.3,185.175.0.4,4.0,8.0,,,1.0,,,,,,,,,,1679170636.815627,2023-03-18 20:17:16.815627098,88.168372902,2023-03-18 20:17:16
1679159836.815643,66,185.175.0.4,185.175.0.3,,,,,,,,,,,,,,,1679170636.815643,2023-03-18 20:17:16.815643072,88.168356928,2023-03-18 20:17:16
1679159836.816298,77,185.175.0.4,185.175.0.3,4.0,,,,,,,2.0,,0.000671,15746.0,8.0,11432.0,,1679170636.816298,2023-03-18 20:17:16.816298008,88.167701992,2023-03-18 20:17:16
1679159836.816327,66,185.175.0.3,185.175.0.4,,,,,,,,,,,,,,,1679170636.816327,2023-03-18 20:17:16.816327095,88.167672905,2023-03-18 20:17:16
1679159836.816405,319,185.175.0.4,185.175.0.6,,,,,,,,,,,,,,,1679170636.816405,2023-03-18 20:17:16.816405058,88.167594942,2023-03-18 20:17:16
1679159836.816431,66,185.175.0.3,185.175.0.4,,,,,,,,,,,,,,,1679170636.816431,2023-03-18 20:17:16.816431046,88.167568954,2023-03-18 20:17:16
1679159836.816649,85,185.175.0.6,185.175.0.4,,,,,,,,,,,,,,,1679170636.816649,2023-03-18 20:17:16.816648960,88.16735104,2023-03-18 20:17:16
1679159836.83683,74,185.175.0.3,185.175.0.4,,,,,,,,,,,,,,,1679170636.83683,2023-03-18 20:17:16.836829901,88.147170099,2023-03-18 20:17:16
1679159836.836855,74,185.175.0.4,185.175.0.3,,,,,,,,,,,,,,,1679170636.836855,2023-03-18 20:17:16.836854935,88.147145065,2023-03-18 20:17:16
1679159836.836877,66,185.175.0.3,185.175.0.4,,,,,,,,,,,,,,,1679170636.836877,2023-03-18 20:17:16.836877108,88.147122892,2023-03-18 20:17:16
1679159836.836958,78,185.175.0.3,185.175.0.4,1.0,14.0,,,,,,,,,,,,,1679170636.836958,2023-03-18 20:17:16.836957932,88.147042068,2023-03-18 20:17:16
1679159836.836974,66,185.175.0.4,185.175.0.3,,,,,,,,,,,,,,,1679170636.836974,2023-03-18 20:17:16.836973906,88.147026094,2023-03-18 20:17:16
1679159836.837184,66,185.175.0.4,185.175.0.3,,,,,,,,,,,,,,,1679170636.837184,2023-03-18 20:17:16.837183952,88.146816048,2023-03-18 20:17:16
1679159836.837643,76,185.175.0.4,185.175.0.3,1.0,,,,,,,1.0,,0.000685,15756.0,,,,1679170636.837643,2023-03-18 20:17:16.837642908,88.146357092,2023-03-18 20:17:16
1679159836.83767,66,185.175.0.3,185.175.0.4,,,,,,,,,,,,,,,1679170636.83767,2023-03-18 20:17:16.837670088,88.146329912,2023-03-18 20:17:16
1679159836.837791,66,185.175.0.3,185.175.0.4,,,,,,,,,,,,,,,1679170636.837791,2023-03-18 20:17:16.837790966,88.146209034,2023-03-18 20:17:16
1679159836.857199,66,185.175.0.4,185.175.0.6,,,,,,,,,,,,,,,1679170636.857199,2023-03-18 20:17:16.857198954,88.126801046,2023-03-18 20:17:16
1679159836.857208,66,185.175.0.4,185.175.0.3,,,,,,,,,,,,,,,1679170636.857208,2023-03-18 20:17:16.857208014,88.126791986,2023-03-18 20:17:16
1679159836.857965,74,185.175.0.3,185.175.0.4,,,,,,,,,,,,,,,1679170636.857965,2023-03-18 20:17:16.857964993,88.126035007,2023-03-18 20:17:16
1679159836.85799,74,185.175.0.4,185.175.0.3,,,,,,,,,,,,,,,1679170636.85799,2023-03-18 20:17:16.857990026,88.126009974,2023-03-18 20:17:16
1679159836.858018,66,185.175.0.3,185.175.0.4,,,,,,,,,,,,,,,1679170636.858018,2023-03-18 20:17:16.858017921,88.125982079,2023-03-18 20:17:16
1679159836.858096,78,185.175.0.3,185.175.0.4,1.0,13.0,,,,,,,,,,,,,1679170636.858096,2023-03-18 20:17:16.858095884,88.125904116,2023-03-18 20:17:16
1679159836.858112,66,185.175.0.4,185.175.0.3,,,,,,,,,,,,,,,1679170636.858112,2023-03-18 20:17:16.858112097,88.125887903,2023-03-18 20:17:16
1679159836.858968,76,185.175.0.4,185.175.0.3,1.0,,,,,,,1.0,,0.000872,15772.0,,,,1679170636.858968,2023-03-18 20:17:16.858968019,88.125031981,2023-03-18 20:17:16
1679159836.858997,66,185.175.0.3,185.175.0.4,,,,,,,,,,,,,,,1679170636.858997,2023-03-18 20:17:16.858997107,88.125002893,2023-03-18 20:17:16
1679159836.859121,66,185.175.0.3,185.175.0.4,,,,,,,,,,,,,,,1679170636.859121,2023-03-18 20:17:16.859121084,88.124878916,2023-03-18 20:17:16
1679159836.879296,74,185.175.0.3,185.175.0.4,,,,,,,,,,,,,,,1679170636.879296,2023-03-18 20:17:16.879296064,88.104703936,2023-03-18 20:17:16
1679159836.879321,74,185.175.0.4,185.175.0.3,,,,,,,,,,,,,,,1679170636.879321,2023-03-18 20:17:16.879321098,88.104678902,2023-03-18 20:17:16
1679159836.879343,66,185.175.0.3,185.175.0.4,,,,,,,,,,,,,,,1679170636.879343,2023-03-18 20:17:16.879343033,88.104656967,2023-03-18 20:17:16
1679159836.87942,78,185.175.0.3,185.175.0.4,2.0,8.0,,,,,,,,,,,,,1679170636.87942,2023-03-18 20:17:16.879420042,88.104579958,2023-03-18 20:17:16
1679159836.879436,66,185.175.0.4,185.175.0.3,,,,,,,,,,,,,,,1679170636.879436,2023-03-18 20:17:16.879436016,88.104563984,2023-03-18 20:17:16
1679159836.880307,76,185.175.0.4,185.175.0.3,2.0,,,,,,,1.0,,0.000887,15791.0,,,,1679170636.880307,2023-03-18 20:17:16.880306959,88.103693041,2023-03-18 20:17:16
1679159836.880329,66,185.175.0.3,185.175.0.4,,,,,,,,,,,,,,,1679170636.880329,2023-03-18 20:17:16.880328894,88.103671106,2023-03-18 20:17:16
1679159836.880483,66,185.175.0.3,185.175.0.4,,,,,,,,,,,,,,,1679170636.880483,2023-03-18 20:17:16.880482912,88.103517088,2023-03-18 20:17:16
1679159836.881184,66,185.175.0.4,185.175.0.3,,,,,,,,,,,,,,,1679170636.881184,2023-03-18 20:17:16.881184101,88.102815899,2023-03-18 20:17:16
1679159836.901196,66,185.175.0.4,185.175.0.3,,,,,,,,,,,,,,,1679170636.901196,2023-03-18 20:17:16.901196003,88.082803997,2023-03-18 20:17:16
1679159836.921187,66,185.175.0.4,185.175.0.3,,,,,,,,,,,,,,,1679170636.921187,2023-03-18 20:17:16.921186924,88.062813076,2023-03-18 20:17:16
1679159841.885346,74,185.175.0.3,185.175.0.4,,,,,,,,,,,,,,,1679170641.885346,2023-03-18 20:17:21.885345936,83.098654064,2023-03-18 20:17:21
1679159841.885378,74,185.175.0.4,185.175.0.3,,,,,,,,,,,,,,,1679170641.885378,2023-03-18 20:17:21.885377884,83.098622116,2023-03-18 20:17:21
1679159841.885403,66,185.175.0.3,185.175.0.4,,,,,,,,,,,,,,,1679170641.885403,2023-03-18 20:17:21.885402918,83.098597082,2023-03-18 20:17:21
1679159841.885508,78,185.175.0.3,185.175.0.4,3.0,8.0,,,1.0,,,,,,,,,,1679170641.885508,2023-03-18 20:17:21.885508060,83.09849194,2023-03-18 20:17:21
1679159841.885525,66,185.175.0.4,185.175.0.3,,,,,,,,,,,,,,,1679170641.885525,2023-03-18 20:17:21.885524988,83.098475012,2023-03-18 20:17:21
1679159841.886865,77,185.175.0.4,185.175.0.3,3.0,,,,,,,2.0,,0.001357,15887.0,8.0,11.0,,1679170641.886865,2023-03-18 20:17:21.886864901,83.097135099,2023-03-18 20:17:21
1679159841.886892,66,185.175.0.3,185.175.0.4,,,,,,,,,,,,,,,1679170641.886892,2023-03-18 20:17:21.886892080,83.09710792,2023-03-18 20:17:21
1679159841.887025,66,185.175.0.3,185.175.0.4,,,,,,,,,,,,,,,1679170641.887025,2023-03-18 20:17:21.887025118,83.096974882,2023-03-18 20:17:21
1679159841.907209,74,185.175.0.3,185.175.0.4,,,,,,,,,,,,,,,1679170641.907209,2023-03-18 20:17:21.907208920,83.07679108,2023-03-18 20:17:21
1679159841.907236,74,185.175.0.4,185.175.0.3,,,,,,,,,,,,,,,1679170641.907236,2023-03-18 20:17:21.907236099,83.076763901,2023-03-18 20:17:21
1679159841.907258,66,185.175.0.3,185.175.0.4,,,,,,,,,,,,,,,1679170641.907258,2023-03-18 20:17:21.907258034,83.076741966,2023-03-18 20:17:21
1679159841.907345,78,185.175.0.3,185.175.0.4,4.0,8.0,,,1.0,,,,,,,,,,1679170641.907345,2023-03-18 20:17:21.907345057,83.076654943,2023-03-18 20:17:21
1679159841.907361,66,185.175.0.4,185.175.0.3,,,,,,,,,,,,,,,1679170641.907361,2023-03-18 20:17:21.907361031,83.076638969,2023-03-18 20:17:21
1679159841.908076,77,185.175.0.4,185.175.0.3,4.0,,,,,,,2.0,,0.000731,15895.0,8.0,11432.0,,1679170641.908076,2023-03-18 20:17:21.908076048,83.075923952,2023-03-18 20:17:21
1679159841.908105,66,185.175.0.3,185.175.0.4,,,,,,,,,,,,,,,1679170641.908105,2023-03-18 20:17:21.908104897,83.075895103,2023-03-18 20:17:21
1679159841.90841,66,185.175.0.3,185.175.0.4,,,,,,,,,,,,,,,1679170641.90841,2023-03-18 20:17:21.908410072,83.075589928,2023-03-18 20:17:21
