frame.time_epoch,frame.len,ip.src,ip.dst,modbus.func_code,modbus.reference_num,modbus.read_reference_num,modbus.write_reference_num,modbus.word_cnt,modbus.read_word_cnt,modbus.write_word_cnt,modbus.byte_cnt,modbus.exception_code,modbus.response_time,modbus.request_frame,modbus.regnum16,modbus.regval_uint16,modbus.regval_float,aligned_epoch,aligned_ts,abs_delta_s,second_bin
1679159908.179173,78,185.175.0.3,185.175.0.8,4.0,8.0,,,1.0,,,,,,,,,,1679170708.179173,2023-03-18 20:18:28.179172993,16.804827007,2023-03-18 20:18:28
1679159908.17919,66,185.175.0.8,185.175.0.3,,,,,,,,,,,,,,,1679170708.17919,2023-03-18 20:18:28.179189920,16.80481008,2023-03-18 20:18:28
1679159908.179905,77,185.175.0.8,185.175.0.3,4.0,,,,,,,2.0,,0.000732,17788.0,8.0,11521.0,,1679170708.179905,2023-03-18 20:18:28.179904938,16.804095062,2023-03-18 20:18:28
1679159908.179927,66,185.175.0.3,185.175.0.8,,,,,,,,,,,,,,,1679170708.179927,2023-03-18 20:18:28.179927111,16.804072889,2023-03-18 20:18:28
1679159908.180062,66,185.175.0.3,185.175.0.8,,,,,,,,,,,,,,,1679170708.180062,2023-03-18 20:18:28.180062056,16.803937944,2023-03-18 20:18:28
1679159908.20048,74,185.175.0.3,185.175.0.8,,,,,,,,,,,,,,,1679170708.20048,2023-03-18 20:18:28.200479984,16.783520016,2023-03-18 20:18:28
1679159908.200506,74,185.175.0.8,185.175.0.3,,,,,,,,,,,,,,,1679170708.200506,2023-03-18 20:18:28.200505972,16.783494028,2023-03-18 20:18:28
1679159908.200529,66,185.175.0.3,185.175.0.8,,,,,,,,,,,,,,,1679170708.200529,2023-03-18 20:18:28.200529099,16.783470901,2023-03-18 20:18:28
1679159908.200612,78,185.175.0.3,185.175.0.8,1.0,14.0,,,,,,,,,,,,,1679170708.200612,2023-03-18 20:18:28.200612068,16.783387932,2023-03-18 20:18:28
1679159908.200641,66,185.175.0.8,185.175.0.3,,,,,,,,,,,,,,,1679170708.200641,2023-03-18 20:18:28.200640917,16.783359083,2023-03-18 20:18:28
1679159908.201196,66,185.175.0.8,185.175.0.3,,,,,,,,,,,,,,,1679170708.201196,2023-03-18 20:18:28.201195955,16.782804045,2023-03-18 20:18:28
1679159908.201496,76,185.175.0.8,185.175.0.3,1.0,,,,,,,1.0,,0.000884,17797.0,,,,1679170708.201496,2023-03-18 20:18:28.201495886,16.782504114,2023-03-18 20:18:28
1679159908.201518,66,185.175.0.3,185.175.0.8,,,,,,,,,,,,,,,1679170708.201518,2023-03-18 20:18:28.201518059,16.782481941,2023-03-18 20:18:28
1679159908.201634,66,185.175.0.3,185.175.0.8,,,,,,,,,,,,,,,1679170708.201634,2023-03-18 20:18:28.201633930,16.78236607,2023-03-18 20:18:28
1679159908.221206,66,185.175.0.8,185.175.0.3,,,,,,,,,,,,,,,1679170708.221206,2023-03-18 20:18:28.221205950,16.76279405,2023-03-18 20:18:28
1679159908.221856,74,185.175.0.3,185.175.0.8,,,,,,,,,,,,,,,1679170708.221856,2023-03-18 20:18:28.221856117,16.762143883,2023-03-18 20:18:28
1679159908.22188,74,185.175.0.8,185.175.0.3,,,,,,,,,,,,,,,1679170708.22188,2023-03-18 20:18:28.221879959,16.762120041,2023-03-18 20:18:28
1679159908.221902,66,185.175.0.3,185.175.0.8,,,,,,,,,,,,,,,1679170708.221902,2023-03-18 20:18:28.221901894,16.762098106,2023-03-18 20:18:28
1679159908.221983,78,185.175.0.3,185.175.0.8,1.0,13.0,,,,,,,,,,,,,1679170708.221983,2023-03-18 20:18:28.221982956,16.762017044,2023-03-18 20:18:28
1679159908.221999,66,185.175.0.8,185.175.0.3,,,,,,,,,,,,,,,1679170708.221999,2023-03-18 20:18:28.221998930,16.76200107,2023-03-18 20:18:28
1679159908.222716,76,185.175.0.8,185.175.0.3,1.0,,,,,,,1.0,,0.000733,17808.0,,,,1679170708.222716,2023-03-18 20:18:28.222716093,16.761283907,2023-03-18 20:18:28
1679159908.222742,66,185.175.0.3,185.175.0.8,,,,,,,,,,,,,,,1679170708.222742,2023-03-18 20:18:28.222742081,16.761257919,2023-03-18 20:18:28
1679159908.222883,66,185.175.0.3,185.175.0.8,,,,,,,,,,,,,,,1679170708.222883,2023-03-18 20:18:28.222882986,16.761117014,2023-03-18 20:18:28
1679159908.243132,74,185.175.0.3,185.175.0.8,,,,,,,,,,,,,,,1679170708.243132,2023-03-18 20:18:28.243132114,16.740867886,2023-03-18 20:18:28
1679159908.243167,74,185.175.0.8,185.175.0.3,,,,,,,,,,,,,,,1679170708.243167,2023-03-18 20:18:28.243166924,16.740833076,2023-03-18 20:18:28
1679159908.243192,66,185.175.0.3,185.175.0.8,,,,,,,,,,,,,,,1679170708.243192,2023-03-18 20:18:28.243191957,16.740808043,2023-03-18 20:18:28
1679159908.24331,78,185.175.0.3,185.175.0.8,2.0,8.0,,,,,,,,,,,,,1679170708.24331,2023-03-18 20:18:28.243309975,16.740690025,2023-03-18 20:18:28
1679159908.243327,66,185.175.0.8,185.175.0.3,,,,,,,,,,,,,,,1679170708.243327,2023-03-18 20:18:28.243326902,16.740673098,2023-03-18 20:18:28
1679159908.243978,76,185.175.0.8,185.175.0.3,2.0,,,,,,,1.0,,0.000668,17816.0,,,,1679170708.243978,2023-03-18 20:18:28.243978024,16.740021976,2023-03-18 20:18:28
1679159908.244004,66,185.175.0.3,185.175.0.8,,,,,,,,,,,,,,,1679170708.244004,2023-03-18 20:18:28.244004011,16.739995989,2023-03-18 20:18:28
1679159908.244112,66,185.175.0.3,185.175.0.8,,,,,,,,,,,,,,,1679170708.244112,2023-03-18 20:18:28.244112015,16.739887985,2023-03-18 20:18:28
1679159908.245206,66,185.175.0.8,185.175.0.3,,,,,,,,,,,,,,,1679170708.245206,2023-03-18 20:18:28.245206118,16.738793882,2023-03-18 20:18:28
1679159908.26521,66,185.175.0.8,185.175.0.3,,,,,,,,,,,,,,,1679170708.26521,2023-03-18 20:18:28.265209913,16.718790087,2023-03-18 20:18:28
1679159908.285207,66,185.175.0.8,185.175.0.3,,,,,,,,,,,,,,,1679170708.285207,2023-03-18 20:18:28.285207033,16.698792967,2023-03-18 20:18:28
1679159913.245718,74,185.175.0.3,185.175.0.8,,,,,,,,,,,,,,,1679170713.245718,2023-03-18 20:18:33.245718002,11.738281998,2023-03-18 20:18:33
1679159913.245753,74,185.175.0.8,185.175.0.3,,,,,,,,,,,,,,,1679170713.245753,2023-03-18 20:18:33.245753050,11.73824695,2023-03-18 20:18:33
1679159913.245776,66,185.175.0.3,185.175.0.8,,,,,,,,,,,,,,,1679170713.245776,2023-03-18 20:18:33.245775938,11.738224062,2023-03-18 20:18:33
1679159913.245874,78,185.175.0.3,185.175.0.8,3.0,8.0,,,1.0,,,,,,,,,,1679170713.245874,2023-03-18 20:18:33.245873928,11.738126072,2023-03-18 20:18:33
1679159913.24589,66,185.175.0.8,185.175.0.3,,,,,,,,,,,,,,,1679170713.24589,2023-03-18 20:18:33.245889902,11.738110098,2023-03-18 20:18:33
1679159913.247321,77,185.175.0.8,185.175.0.3,3.0,,,,,,,2.0,,0.001447,17911.0,8.0,11.0,,1679170713.247321,2023-03-18 20:18:33.247320890,11.73667911,2023-03-18 20:18:33
1679159913.247348,66,185.175.0.3,185.175.0.8,,,,,,,,,,,,,,,1679170713.247348,2023-03-18 20:18:33.247348070,11.73665193,2023-03-18 20:18:33
1679159913.247464,66,185.175.0.3,185.175.0.8,,,,,,,,,,,,,,,1679170713.247464,2023-03-18 20:18:33.247463942,11.736536058,2023-03-18 20:18:33
1679159913.267677,74,185.175.0.3,185.175.0.8,,,,,,,,,,,,,,,1679170713.267677,2023-03-18 20:18:33.267677069,11.716322931,2023-03-18 20:18:33
1679159913.26771,74,185.175.0.8,185.175.0.3,,,,,,,,,,,,,,,1679170713.26771,2023-03-18 20:18:33.267709970,11.71629003,2023-03-18 20:18:33
1679159913.267733,66,185.175.0.3,185.175.0.8,,,,,,,,,,,,,,,1679170713.267733,2023-03-18 20:18:33.267733096,11.716266904,2023-03-18 20:18:33
1679159913.267828,78,185.175.0.3,185.175.0.8,4.0,8.0,,,1.0,,,,,,,,,,1679170713.267828,2023-03-18 20:18:33.267827988,11.716172012,2023-03-18 20:18:33
1679159913.267844,66,185.175.0.8,185.175.0.3,,,,,,,,,,,,,,,1679170713.267844,2023-03-18 20:18:33.267843962,11.716156038,2023-03-18 20:18:33
1679159913.268712,77,185.175.0.8,185.175.0.3,4.0,,,,,,,2.0,,0.000884,17928.0,8.0,11521.0,,1679170713.268712,2023-03-18 20:18:33.268712044,11.715287956,2023-03-18 20:18:33
1679159913.268741,66,185.175.0.3,185.175.0.8,,,,,,,,,,,,,,,1679170713.268741,2023-03-18 20:18:33.268740892,11.715259108,2023-03-18 20:18:33
1679159913.268853,66,185.175.0.3,185.175.0.8,,,,,,,,,,,,,,,1679170713.268853,2023-03-18 20:18:33.268852949,11.715147051,2023-03-18 20:18:33
1679159913.289206,66,185.175.0.8,185.175.0.3,,,,,,,,,,,,,,,1679170713.289206,2023-03-18 20:18:33.289206028,11.694793972,2023-03-18 20:18:33
1679159913.289333,74,185.175.0.3,185.175.0.8,,,,,,,,,,,,,,,1679170713.289333,2023-03-18 20:18:33.289333105,11.694666895,2023-03-18 20:18:33
1679159913.289369,74,185.175.0.8,185.175.0.3,,,,,,,,,,,,,,,1679170713.289369,2023-03-18 20:18:33.289369106,11.694630894,2023-03-18 20:18:33
1679159913.289403,66,185.175.0.3,185.175.0.8,,,,,,,,,,,,,,,1679170713.289403,2023-03-18 20:18:33.289402962,11.694597038,2023-03-18 20:18:33
1679159913.28953,78,185.175.0.3,185.175.0.8,1.0,14.0,,,,,,,,,,,,,1679170713.28953,2023-03-18 20:18:33.289530039,11.694469961,2023-03-18 20:18:33
1679159913.289546,66,185.175.0.8,185.175.0.3,,,,,,,,,,,,,,,1679170713.289546,2023-03-18 20:18:33.289546013,11.694453987,2023-03-18 20:18:33
1679159913.290293,76,185.175.0.8,185.175.0.3,1.0,,,,,,,1.0,,0.000763,17938.0,,,,1679170713.290293,2023-03-18 20:18:33.290292978,11.693707022,2023-03-18 20:18:33
1679159913.29032,66,185.175.0.3,185.175.0.8,,,,,,,,,,,,,,,1679170713.29032,2023-03-18 20:18:33.290319920,11.69368008,2023-03-18 20:18:33
1679159913.290482,66,185.175.0.3,185.175.0.8,,,,,,,,,,,,,,,1679170713.290482,2023-03-18 20:18:33.290482044,11.693517956,2023-03-18 20:18:33
1679159913.309212,66,185.175.0.8,185.175.0.3,,,,,,,,,,,,,,,1679170713.309212,2023-03-18 20:18:33.309211969,11.674788031,2023-03-18 20:18:33
1679159913.310658,74,185.175.0.3,185.175.0.8,,,,,,,,,,,,,,,1679170713.310658,2023-03-18 20:18:33.310657978,11.673342022,2023-03-18 20:18:33
1679159913.310692,74,185.175.0.8,185.175.0.3,,,,,,,,,,,,,,,1679170713.310692,2023-03-18 20:18:33.310692072,11.673307928,2023-03-18 20:18:33
1679159913.310714,66,185.175.0.3,185.175.0.8,,,,,,,,,,,,,,,1679170713.310714,2023-03-18 20:18:33.310714006,11.673285994,2023-03-18 20:18:33
1679159913.310808,78,185.175.0.3,185.175.0.8,1.0,13.0,,,,,,,,,,,,,1679170713.310808,2023-03-18 20:18:33.310807943,11.673192057,2023-03-18 20:18:33
1679159913.310825,66,185.175.0.8,185.175.0.3,,,,,,,,,,,,,,,1679170713.310825,2023-03-18 20:18:33.310825109,11.673174891,2023-03-18 20:18:33
1679159913.311555,76,185.175.0.8,185.175.0.3,1.0,,,,,,,1.0,,0.000747,17948.0,,,,1679170713.311555,2023-03-18 20:18:33.311554909,11.672445091,2023-03-18 20:18:33
1679159913.311581,66,185.175.0.3,185.175.0.8,,,,,,,,,,,,,,,1679170713.311581,2023-03-18 20:18:33.311580896,11.672419104,2023-03-18 20:18:33
1679159913.311693,66,185.175.0.3,185.175.0.8,,,,,,,,,,,,,,,1679170713.311693,2023-03-18 20:18:33.311692953,11.672307047,2023-03-18 20:18:33
1679159913.331838,74,185.175.0.3,185.175.0.8,,,,,,,,,,,,,,,1679170713.331838,2023-03-18 20:18:33.331837893,11.652162107,2023-03-18 20:18:33
1679159913.331869,74,185.175.0.8,185.175.0.3,,,,,,,,,,,,,,,1679170713.331869,2023-03-18 20:18:33.331868887,11.652131113,2023-03-18 20:18:33
1679159913.331891,66,185.175.0.3,185.175.0.8,,,,,,,,,,,,,,,1679170713.331891,2023-03-18 20:18:33.331891060,11.65210894,2023-03-18 20:18:33
1679159913.331971,78,185.175.0.3,185.175.0.8,2.0,8.0,,,,,,,,,,,,,1679170713.331971,2023-03-18 20:18:33.331970930,11.65202907,2023-03-18 20:18:33
1679159913.331987,66,185.175.0.8,185.175.0.3,,,,,,,,,,,,,,,1679170713.331987,2023-03-18 20:18:33.331986904,11.652013096,2023-03-18 20:18:33
1679159913.332685,76,185.175.0.8,185.175.0.3,2.0,,,,,,,1.0,,0.000714,17956.0,,,,1679170713.332685,2023-03-18 20:18:33.332684994,11.651315006,2023-03-18 20:18:33
1679159913.332712,66,185.175.0.3,185.175.0.8,,,,,,,,,,,,,,,1679170713.332712,2023-03-18 20:18:33.332711935,11.651288065,2023-03-18 20:18:33
1679159913.332852,66,185.175.0.3,185.175.0.8,,,,,,,,,,,,,,,1679170713.332852,2023-03-18 20:18:33.332851887,11.651148113,2023-03-18 20:18:33
1679159913.333205,66,185.175.0.8,185.175.0.3,,,,,,,,,,,,,,,1679170713.333205,2023-03-18 20:18:33.333204985,11.650795015,2023-03-18 20:18:33
1679159913.353197,66,185.175.0.8,185.175.0.3,,,,,,,,,,,,,,,1679170713.353197,2023-03-18 20:18:33.353197098,11.630802902,2023-03-18 20:18:33
1679159913.373184,66,185.175.0.8,185.175.0.3,,,,,,,,,,,,,,,1679170713.373184,2023-03-18 20:18:33.373183966,11.610816034,2023-03-18 20:18:33
1679159918.337758,74,185.175.0.3,185.175.0.8,,,,,,,,,,,,,,,1679170718.337758,2023-03-18 20:18:38.337758064,6.646241936,2023-03-18 20:18:38
1679159918.337787,74,185.175.0.8,185.175.0.3,,,,,,,,,,,,,,,1679170718.337787,2023-03-18 20:18:38.337786913,6.646213087,2023-03-18 20:18:38
1679159918.33781,66,185.175.0.3,185.175.0.8,,,,,,,,,,,,,,,1679170718.33781,2023-03-18 20:18:38.337810040,6.64618996,2023-03-18 20:18:38
1679159918.337905,78,185.175.0.3,185.175.0.8,3.0,8.0,,,1.0,,,,,,,,,,1679170718.337905,2023-03-18 20:18:38.337904930,6.64609507,2023-03-18 20:18:38
1679159918.337921,66,185.175.0.8,185.175.0.3,,,,,,,,,,,,,,,1679170718.337921,2023-03-18 20:18:38.337920904,6.646079096,2023-03-18 20:18:38
1679159918.341571,318,185.175.0.8,185.175.0.6,,,,,,,,,,,,,,,1679170718.341571,2023-03-18 20:18:38.341571093,6.642428907,2023-03-18 20:18:38
1679159918.341741,85,185.175.0.6,185.175.0.8,,,,,,,,,,,,,,,1679170718.341741,2023-03-18 20:18:38.341741085,6.642258915,2023-03-18 20:18:38
1679159918.341766,66,185.175.0.8,185.175.0.6,,,,,,,,,,,,,,,1679170718.341766,2023-03-18 20:18:38.341766119,6.642233881,2023-03-18 20:18:38
1679159918.3419,77,185.175.0.8,185.175.0.3,3.0,,,,,,,2.0,,0.003995,18051.0,8.0,11.0,,1679170718.3419,2023-03-18 20:18:38.341900110,6.64209989,2023-03-18 20:18:38
1679159918.341926,66,185.175.0.3,185.175.0.8,,,,,,,,,,,,,,,1679170718.341926,2023-03-18 20:18:38.341926098,6.642073902,2023-03-18 20:18:38
1679159918.342036,66,185.175.0.3,185.175.0.8,,,,,,,,,,,,,,,1679170718.342036,2023-03-18 20:18:38.342036009,6.641963991,2023-03-18 20:18:38
1679159918.362216,74,185.175.0.3,185.175.0.8,,,,,,,,,,,,,,,1679170718.362216,2023-03-18 20:18:38.362215996,6.621784004,2023-03-18 20:18:38
1679159918.362242,74,185.175.0.8,185.175.0.3,,,,,,,,,,,,,,,1679170718.362242,2023-03-18 20:18:38.362241983,6.621758017,2023-03-18 20:18:38
1679159918.362264,66,185.175.0.3,185.175.0.8,,,,,,,,,,,,,,,1679170718.362264,2023-03-18 20:18:38.362263918,6.621736082,2023-03-18 20:18:38
1679159918.362345,78,185.175.0.3,185.175.0.8,4.0,8.0,,,1.0,,,,,,,,,,1679170718.362345,2023-03-18 20:18:38.362344980,6.62165502,2023-03-18 20:18:38
1679159918.362362,66,185.175.0.8,185.175.0.3,,,,,,,,,,,,,,,1679170718.362362,2023-03-18 20:18:38.362361908,6.621638092,2023-03-18 20:18:38
1679159918.36325,319,185.175.0.8,185.175.0.6,,,,,,,,,,,,,,,1679170718.36325,2023-03-18 20:18:38.363250017,6.620749983,2023-03-18 20:18:38
1679159918.363359,85,185.175.0.6,185.175.0.8,,,,,,,,,,,,,,,1679170718.363359,2023-03-18 20:18:38.363358974,6.620641026,2023-03-18 20:18:38
1679159918.363361,77,185.175.0.8,185.175.0.3,4.0,,,,,,,2.0,,0.001016,18071.0,8.0,11521.0,,1679170718.363361,2023-03-18 20:18:38.363360882,6.620639118,2023-03-18 20:18:38
1679159918.363393,66,185.175.0.3,185.175.0.8,,,,,,,,,,,,,,,1679170718.363393,2023-03-18 20:18:38.363393068,6.620606932,2023-03-18 20:18:38
1679159918.363503,66,185.175.0.3,185.175.0.8,,,,,,,,,,,,,,,1679170718.363503,2023-03-18 20:18:38.363502979,6.620497021,2023-03-18 20:18:38
1679159918.383958,74,185.175.0.3,185.175.0.8,,,,,,,,,,,,,,,1679170718.383958,2023-03-18 20:18:38.383958101,6.600041899,2023-03-18 20:18:38
1679159918.383984,74,185.175.0.8,185.175.0.3,,,,,,,,,,,,,,,1679170718.383984,2023-03-18 20:18:38.383984089,6.600015911,2023-03-18 20:18:38
1679159918.384007,66,185.175.0.3,185.175.0.8,,,,,,,,,,,,,,,1679170718.384007,2023-03-18 20:18:38.384006977,6.599993023,2023-03-18 20:18:38
1679159918.384128,78,185.175.0.3,185.175.0.8,1.0,14.0,,,,,,,,,,,,,1679170718.384128,2023-03-18 20:18:38.384128094,6.599871906,2023-03-18 20:18:38
1679159918.384144,66,185.175.0.8,185.175.0.3,,,,,,,,,,,,,,,1679170718.384144,2023-03-18 20:18:38.384144068,6.599855932,2023-03-18 20:18:38
1679159918.384898,76,185.175.0.8,185.175.0.3,1.0,,,,,,,1.0,,0.00077,18082.0,,,,1679170718.384898,2023-03-18 20:18:38.384897947,6.599102053,2023-03-18 20:18:38
1679159918.384924,66,185.175.0.3,185.175.0.8,,,,,,,,,,,,,,,1679170718.384924,2023-03-18 20:18:38.384923935,6.599076065,2023-03-18 20:18:38
1679159918.385059,66,185.175.0.3,185.175.0.8,,,,,,,,,,,,,,,1679170718.385059,2023-03-18 20:18:38.385059118,6.598940882,2023-03-18 20:18:38
1679159918.385193,66,185.175.0.8,185.175.0.3,,,,,,,,,,,,,,,1679170718.385193,2023-03-18 20:18:38.385193110,6.59880689,2023-03-18 20:18:38
1679159918.405185,66,185.175.0.8,185.175.0.3,,,,,,,,,,,,,,,1679170718.405185,2023-03-18 20:18:38.405184984,6.578815016,2023-03-18 20:18:38
1679159918.405195,66,185.175.0.8,185.175.0.6,,,,,,,,,,,,,,,1679170718.405195,2023-03-18 20:18:38.405194998,6.578805002,2023-03-18 20:18:38
1679159918.405277,74,185.175.0.3,185.175.0.8,,,,,,,,,,,,,,,1679170718.405277,2023-03-18 20:18:38.405277014,6.578722986,2023-03-18 20:18:38
1679159918.405307,74,185.175.0.8,185.175.0.3,,,,,,,,,,,,,,,1679170718.405307,2023-03-18 20:18:38.405307055,6.578692945,2023-03-18 20:18:38
1679159918.40533,66,185.175.0.3,185.175.0.8,,,,,,,,,,,,,,,1679170718.40533,2023-03-18 20:18:38.405329943,6.578670057,2023-03-18 20:18:38
1679159918.405457,78,185.175.0.3,185.175.0.8,1.0,13.0,,,,,,,,,,,,,1679170718.405457,2023-03-18 20:18:38.405457020,6.57854298,2023-03-18 20:18:38
1679159918.405473,66,185.175.0.8,185.175.0.3,,,,,,,,,,,,,,,1679170718.405473,2023-03-18 20:18:38.405472994,6.578527006,2023-03-18 20:18:38
1679159918.406178,76,185.175.0.8,185.175.0.3,1.0,,,,,,,1.0,,0.000721,18094.0,,,,1679170718.406178,2023-03-18 20:18:38.406177998,6.577822002,2023-03-18 20:18:38
1679159918.406204,66,185.175.0.3,185.175.0.8,,,,,,,,,,,,,,,1679170718.406204,2023-03-18 20:18:38.406203985,6.577796015,2023-03-18 20:18:38
1679159918.406308,66,185.175.0.3,185.175.0.8,,,,,,,,,,,,,,,1679170718.406308,2023-03-18 20:18:38.406307936,6.577692064,2023-03-18 20:18:38
1679159918.425192,66,185.175.0.8,185.175.0.3,,,,,,,,,,,,,,,1679170718.425192,2023-03-18 20:18:38.425192118,6.558807882,2023-03-18 20:18:38
1679159918.426484,74,185.175.0.3,185.175.0.8,,,,,,,,,,,,,,,1679170718.426484,2023-03-18 20:18:38.426484108,6.557515892,2023-03-18 20:18:38
1679159918.426511,74,185.175.0.8,185.175.0.3,,,,,,,,,,,,,,,1679170718.426511,2023-03-18 20:18:38.426511049,6.557488951,2023-03-18 20:18:38
1679159918.426533,66,185.175.0.3,185.175.0.8,,,,,,,,,,,,,,,1679170718.426533,2023-03-18 20:18:38.426532984,6.557467016,2023-03-18 20:18:38
1679159918.426614,78,185.175.0.3,185.175.0.8,2.0,8.0,,,,,,,,,,,,,1679170718.426614,2023-03-18 20:18:38.426614046,6.557385954,2023-03-18 20:18:38
1679159918.426631,66,185.175.0.8,185.175.0.3,,,,,,,,,,,,,,,1679170718.426631,2023-03-18 20:18:38.426630974,6.557369026,2023-03-18 20:18:38
1679159918.427449,76,185.175.0.8,185.175.0.3,2.0,,,,,,,1.0,,0.000835,18103.0,,,,1679170718.427449,2023-03-18 20:18:38.427448988,6.556551012,2023-03-18 20:18:38
1679159918.427475,66,185.175.0.3,185.175.0.8,,,,,,,,,,,,,,,1679170718.427475,2023-03-18 20:18:38.427474976,6.556525024,2023-03-18 20:18:38
1679159918.42758,66,185.175.0.3,185.175.0.8,,,,,,,,,,,,,,,1679170718.42758,2023-03-18 20:18:38.427580118,6.556419882,2023-03-18 20:18:38
1679159918.449287,66,185.175.0.8,185.175.0.3,,,,,,,,,,,,,,,1679170718.449287,2023-03-18 20:18:38.449286938,6.534713062,2023-03-18 20:18:38
1679159918.469203,66,185.175.0.8,185.175.0.3,,,,,,,,,,,,,,,1679170718.469203,2023-03-18 20:18:38.469202995,6.514797005,2023-03-18 20:18:38
1679159923.432362,74,185.175.0.3,185.175.0.8,,,,,,,,,,,,,,,1679170723.432362,2023-03-18 20:18:43.432362080,1.55163792,2023-03-18 20:18:43
1679159923.43239,74,185.175.0.8,185.175.0.3,,,,,,,,,,,,,,,1679170723.43239,2023-03-18 20:18:43.432389975,1.551610025,2023-03-18 20:18:43
1679159923.432412,66,185.175.0.3,185.175.0.8,,,,,,,,,,,,,,,1679170723.432412,2023-03-18 20:18:43.432411909,1.551588091,2023-03-18 20:18:43
1679159923.432505,78,185.175.0.3,185.175.0.8,3.0,8.0,,,1.0,,,,,,,,,,1679170723.432505,2023-03-18 20:18:43.432504892,1.551495108,2023-03-18 20:18:43
1679159923.432522,66,185.175.0.8,185.175.0.3,,,,,,,,,,,,,,,1679170723.432522,2023-03-18 20:18:43.432522058,1.551477942,2023-03-18 20:18:43
1679159923.433911,77,185.175.0.8,185.175.0.3,3.0,,,,,,,2.0,,0.001406,18199.0,8.0,11.0,,1679170723.433911,2023-03-18 20:18:43.433911085,1.550088915,2023-03-18 20:18:43
1679159923.433938,66,185.175.0.3,185.175.0.8,,,,,,,,,,,,,,,1679170723.433938,2023-03-18 20:18:43.433938026,1.550061974,2023-03-18 20:18:43
1679159923.434051,66,185.175.0.3,185.175.0.8,,,,,,,,,,,,,,,1679170723.434051,2023-03-18 20:18:43.434051037,1.549948963,2023-03-18 20:18:43
1679159923.454222,74,185.175.0.3,185.175.0.8,,,,,,,,,,,,,,,1679170723.454222,2023-03-18 20:18:43.454221964,1.529778036,2023-03-18 20:18:43
1679159923.454247,74,185.175.0.8,185.175.0.3,,,,,,,,,,,,,,,1679170723.454247,2023-03-18 20:18:43.454246998,1.529753002,2023-03-18 20:18:43
1679159923.454268,66,185.175.0.3,185.175.0.8,,,,,,,,,,,,,,,1679170723.454268,2023-03-18 20:18:43.454267979,1.529732021,2023-03-18 20:18:43
1679159923.454349,78,185.175.0.3,185.175.0.8,4.0,8.0,,,1.0,,,,,,,,,,1679170723.454349,2023-03-18 20:18:43.454349041,1.529650959,2023-03-18 20:18:43
1679159923.454365,66,185.175.0.8,185.175.0.3,,,,,,,,,,,,,,,1679170723.454365,2023-03-18 20:18:43.454365015,1.529634985,2023-03-18 20:18:43
1679159923.455085,77,185.175.0.8,185.175.0.3,4.0,,,,,,,2.0,,0.000736,18216.0,8.0,11521.0,,1679170723.455085,2023-03-18 20:18:43.455085039,1.528914961,2023-03-18 20:18:43
1679159923.455106,66,185.175.0.3,185.175.0.8,,,,,,,,,,,,,,,1679170723.455106,2023-03-18 20:18:43.455106020,1.52889398,2023-03-18 20:18:43
1679159923.455214,66,185.175.0.3,185.175.0.8,,,,,,,,,,,,,,,1679170723.455214,2023-03-18 20:18:43.455214024,1.528785976,2023-03-18 20:18:43
